kind,key,commodity,months,label,mechanism,source,direction,sel_n,sel_mean,sel_t,n_hold,ho_mean,ho_t,win,p_mc,ho_h1,ho_h2,t212,net_mean_8%,net_t_8%,win_8%,net_mean_15%,net_t_15%,win_15%,net_mean_25%,net_t_25%,win_25%
grid,ZR_12-12,ZR,12-12,ZR 12,single-month grid,grid,-1,15,-0.009526548762385385,-0.6070912433976128,11,-0.013715713076008988,-0.9987772425671068,0.45454545454545453,0.0939060939060939,-0.004390773337789191,-0.02148649619119215,Y,-0.007882379742675659,-0.5739943275736148,0.45454545454545453,-0.013715713076008988,-0.9987772425671068,0.45454545454545453,-0.022049046409342323,-1.6056099782720958,0.36363636363636365
grid,SB_4-4,SB,04-04,SB 04,single-month grid,grid,-1,15,-0.03582704246989267,-1.4541055544731494,12,-0.02904636611117598,-1.0025309288646653,0.5,0.5954045954045954,-0.02039335129887487,-0.037699380923477084,Y,-0.02321303277784265,-0.8011943119997507,0.5,-0.02904636611117598,-1.0025309288646653,0.5,-0.03737969944450931,-1.2901546672431146,0.5
grid,RB_7-7,RB,07-07,RB 07,single-month grid,grid,1,14,0.020818463784934963,1.0380214302193769,12,-0.023538937445484565,-1.005403420453604,0.4166666666666667,0.5464535464535465,-0.05819331608932132,0.011115441198352194,Y,-0.017705604112151236,-0.7562480242271528,0.4166666666666667,-0.023538937445484565,-1.005403420453604,0.4166666666666667,-0.0318722707788179,-1.3613397007771058,0.4166666666666667
grid,ZR_6-6,ZR,06-06,ZR 06,single-month grid,grid,-1,15,-0.038161596459219994,-2.0814125780101542,12,-0.018133824064511795,-1.0086100966148295,0.4166666666666667,0.18981018981018982,-0.015893235972555746,-0.020374412156467847,Y,-0.012300490731178467,-0.6841579084834767,0.4166666666666667,-0.018133824064511795,-1.0086100966148295,0.4166666666666667,-0.026467157397845137,-1.4721132225167628,0.16666666666666666
grid,OJ_9-9,OJ,09-09,OJ 09,single-month grid,grid,-1,13,-0.013321305921619215,-0.4316500972332537,11,-0.027160929202925718,-1.014961403233886,0.36363636363636365,0.4355644355644356,-0.019183231966322833,-0.03380901023342812,?,-0.02132759586959239,-0.796978868789032,0.36363636363636365,-0.027160929202925718,-1.014961403233886,0.36363636363636365,-0.03549426253625905,-1.326365023869392,0.2727272727272727
grid,ZW_1-1,ZW,01-01,ZW 01,single-month grid,grid,-1,14,-0.02002252309846229,-1.3482500304308132,12,-0.017826215401071,-1.0221058604697264,0.25,0.47952047952047955,-0.014599995328075474,-0.021052435474066516,Y,-0.011992882067737664,-0.6876386697661298,0.25,-0.017826215401071,-1.0221058604697264,0.25,-0.02615954873440433,-1.4999161329034356,0.25
grid,HO_12-12,HO,12-12,HO 12,single-month grid,grid,-1,15,-0.017955757787261616,-0.6508278929058394,11,-0.032909948898689874,-1.0296156907811767,0.36363636363636365,0.5144855144855145,-0.022965504470102215,-0.041196985922512926,?,-0.027076615565356555,-0.8471149051358987,0.36363636363636365,-0.032909948898689874,-1.0296156907811767,0.36363636363636365,-0.041243282232023226,-1.2903310988458605,0.36363636363636365
grid,PL_9-9,PL,09-09,PL 09,single-month grid,grid,-1,12,-0.01082598139163989,-0.44539309437066693,11,-0.0241312211684073,-1.0376595506177904,0.5454545454545454,0.3436563436563437,0.009431772655063581,-0.05210038268796637,?,-0.01829788783507397,-0.7868220980484579,0.5454545454545454,-0.0241312211684073,-1.0376595506177904,0.5454545454545454,-0.03246455450174064,-1.3959987685739805,0.45454545454545453
grid,KC_10-10,KC,10-10,KC 10,single-month grid,grid,-1,15,-0.027449407726081246,-1.143666019193195,11,-0.03147268015726396,-1.043208383428826,0.2727272727272727,0.6043956043956044,-0.061797656321074736,-0.006201866687421645,?,-0.025639346823930622,-0.8498539501152196,0.2727272727272727,-0.03147268015726396,-1.043208383428826,0.2727272727272727,-0.039806013490597286,-1.319429002448263,0.2727272727272727
grid,ZM_4-4,ZM,04-04,ZM 04,single-month grid,grid,1,14,0.03719770018051723,2.080031882888238,12,-0.02409110204043925,-1.0860514452697163,0.16666666666666666,0.5154845154845155,-0.010734036490680549,-0.03744816759019795,N,-0.018257768707105913,-0.8230788304523341,0.3333333333333333,-0.02409110204043925,-1.0860514452697163,0.16666666666666666,-0.03242443537377258,-1.4617266092945478,0.08333333333333333
grid,CT_12-12,CT,12-12,CT 12,single-month grid,grid,1,15,0.0519732949395821,2.7518381632909725,11,-0.01784906849506863,-1.0961165578224885,0.36363636363636365,0.34765234765234765,-0.016199815775416276,-0.01922344576144559,Y,-0.012015735161735304,-0.7378898382751319,0.36363636363636365,-0.01784906849506863,-1.0961165578224885,0.36363636363636365,-0.02618240182840196,-1.6078690143187122,0.2727272727272727
grid,GC_7-7,GC,07-07,GC 07,single-month grid,grid,1,14,0.007350100473465603,0.71224576567317,12,-0.012246440540267649,-1.0970350282952899,0.3333333333333333,0.44455544455544455,-0.013712074225780533,-0.010780806854754762,?,-0.006413107206934309,-0.57448555954579,0.5,-0.012246440540267649,-1.0970350282952899,0.3333333333333333,-0.02057977387360098,-1.8435342693660026,0.16666666666666666
grid,ZO_6-6,ZO,06-06,ZO 06,single-month grid,grid,1,15,0.026809826546683062,0.7514856917251107,12,-0.04447711556087002,-1.106899413111552,0.3333333333333333,0.7022977022977023,0.007807583722275117,-0.09676181484401515,?,-0.038643782227536685,-0.9617255824409459,0.4166666666666667,-0.04447711556087002,-1.106899413111552,0.3333333333333333,-0.05281044889420335,-1.314290599783846,0.3333333333333333
grid,CL_9-9,CL,09-09,CL 09,single-month grid,grid,-1,15,-0.027954696012331293,-1.145659637729302,11,-0.026536243314116113,-1.1071686583662967,0.36363636363636365,0.5224775224775224,-0.04794079233489252,-0.00869911913013577,?,-0.020702909980782776,-0.8637851558855806,0.45454545454545453,-0.026536243314116113,-1.1071686583662967,0.36363636363636365,-0.03486957664744944,-1.454859376195891,0.36363636363636365
grid,ZC_5-5,ZC,05-05,ZC 05,single-month grid,grid,1,14,0.004765804499679228,0.2250405761422222,12,-0.02586852149284044,-1.1115634306329905,0.3333333333333333,0.6163836163836164,0.026430229917924052,-0.07816727290360492,Y,-0.02003518815950711,-0.8609066617944481,0.4166666666666667,-0.02586852149284044,-1.1115634306329905,0.3333333333333333,-0.03420185482617378,-1.4696445289737659,0.3333333333333333
grid,ZL_11-11,ZL,11-11,ZL 11,single-month grid,grid,1,15,0.0032175386561290467,0.21892969589992547,11,-0.02142232858051535,-1.115381063422452,0.36363636363636365,0.4065934065934066,-0.02164067189183483,-0.021240375821082447,Y,-0.015588995247182026,-0.8116610680831574,0.45454545454545453,-0.02142232858051535,-1.115381063422452,0.36363636363636365,-0.029755661913848687,-1.5492667710500165,0.2727272727272727
grid,KC_1-1,KC,01-01,KC 01,single-month grid,grid,1,14,0.02675082084931074,1.485683700668151,12,-0.03285750996259528,-1.1161653839086487,0.4166666666666667,0.6003996003996004,-0.07325551634001014,0.0075404964148195934,?,-0.02702417662926194,-0.9180078014600959,0.5,-0.03285750996259528,-1.1161653839086487,0.4166666666666667,-0.04119084329592861,-1.3992476445494384,0.4166666666666667
grid,BZ_10-10,BZ,10-10,BZ 10,single-month grid,grid,-1,8,-0.029961096303783692,-0.5023702185271727,11,-0.02145896913165697,-1.1172530356547994,0.36363636363636365,0.46853146853146854,-0.02196322634501529,-0.021038754787191704,?,-0.015625635798323642,-0.8135427625905427,0.36363636363636365,-0.02145896913165697,-1.1172530356547994,0.36363636363636365,-0.029792302464990296,-1.5511248543180227,0.2727272727272727
grid,HG_8-8,HG,08-08,HG 08,single-month grid,grid,-1,14,-0.01233492564321065,-1.0909467726095576,12,-0.015518021093406243,-1.12790400256524,0.4166666666666667,0.4025974025974026,-0.01323690538548552,-0.017799136801326967,?,-0.00968468776007291,-0.7039169506492218,0.4166666666666667,-0.015518021093406243,-1.12790400256524,0.4166666666666667,-0.023851354426739576,-1.7335997910166954,0.3333333333333333
grid,ZM_5-5,ZM,05-05,ZM 05,single-month grid,grid,1,14,0.005139918620198825,0.21209864045044824,12,-0.025738535009396383,-1.1392038693889144,0.3333333333333333,0.5534465534465535,-0.0052526933700012745,-0.04622437664879148,N,-0.01990520167606305,-0.8810168396165268,0.4166666666666667,-0.025738535009396383,-1.1392038693889144,0.3333333333333333,-0.03407186834272972,-1.5080424833494683,0.25
grid,KC_3-3,KC,03-03,KC 03,single-month grid,grid,-1,15,-0.010204404341837548,-0.3681710793675898,12,-0.022258976403386633,-1.141415620913076,0.3333333333333333,0.4485514485514486,-0.05309963124694347,0.00858167844017021,?,-0.016425643070053304,-0.8422887577547784,0.4166666666666667,-0.022258976403386633,-1.141415620913076,0.3333333333333333,-0.030592309736719964,-1.5687397111392152,0.16666666666666666
grid,ZL_6-6,ZL,06-06,ZL 06,single-month grid,grid,-1,15,-0.0019961967821829256,-0.1626940283913939,12,-0.04136820773250179,-1.1466230575190988,0.3333333333333333,0.7962037962037962,-0.030996541110382015,-0.05173987435462157,Y,-0.03553487439916847,-0.9849376747380684,0.3333333333333333,-0.04136820773250179,-1.1466230575190988,0.3333333333333333,-0.04970154106583513,-1.377602175777714,0.3333333333333333
grid,CC_3-3,CC,03-03,CC 03,single-month grid,grid,-1,15,-0.024251290712342007,-1.0287318363407614,12,-0.05618340880246097,-1.1527727003403982,0.3333333333333333,0.8231768231768232,-0.01088486495866394,-0.10148195264625799,?,-0.05035007546912765,-1.0330842093430745,0.3333333333333333,-0.05618340880246097,-1.1527727003403982,0.3333333333333333,-0.06451674213579431,-1.323756258908004,0.3333333333333333
grid,BZ_12-12,BZ,12-12,BZ 12,single-month grid,grid,-1,8,-0.028978972532733512,-0.7970086613929241,11,-0.03131419937603377,-1.160113190073976,0.36363636363636365,0.6283716283716284,-0.01582506455046944,-0.04422181173067071,?,-0.025480866042700435,-0.9440027010005256,0.36363636363636365,-0.03131419937603377,-1.160113190073976,0.36363636363636365,-0.0396475327093671,-1.4688424601789052,0.36363636363636365
grid,SI_11-11,SI,11-11,SI 11,single-month grid,grid,1,15,0.02794746238482085,1.5024486045132257,11,-0.031425716905588263,-1.164315114578869,0.2727272727272727,0.7412587412587412,-0.08092031946605155,0.009819785228131143,?,-0.025592383572254938,-0.9481915432763804,0.2727272727272727,-0.031425716905588263,-1.164315114578869,0.2727272727272727,-0.03975905023892158,-1.4730630735824244,0.2727272727272727
grid,ZR_3-3,ZR,03-03,ZR 03,single-month grid,grid,1,15,0.020326144562542104,1.3034732303672805,12,-0.017937244105877884,-1.1739985841582674,0.5,0.1958041958041958,-0.019909560598056944,-0.015964927613698818,Y,-0.012103910772544553,-0.7922049800888207,0.5833333333333334,-0.017937244105877884,-1.1739985841582674,0.5,-0.026270577439211223,-1.719418018543192,0.16666666666666666
grid,SI_3-3,SI,03-03,SI 03,single-month grid,grid,1,14,0.007903219330560329,0.3259414888113496,12,-0.034901336882962944,-1.184937999029014,0.4166666666666667,0.7722277722277723,-0.053621597477738266,-0.01618107628818762,?,-0.029068003549629615,-0.9868900459993583,0.4166666666666667,-0.034901336882962944,-1.184937999029014,0.4166666666666667,-0.04323467021629627,-1.467863646214237,0.3333333333333333
grid,CT_10-10,CT,10-10,CT 10,single-month grid,grid,1,15,0.008741175726976956,0.32292645496481376,11,-0.0347334424214073,-1.1935796611494356,0.45454545454545453,0.6373626373626373,-2.2511014880133294e-05,-0.06365921859351327,Y,-0.02890010908807397,-0.9931230539724726,0.45454545454545453,-0.0347334424214073,-1.1935796611494356,0.45454545454545453,-0.04306677575474063,-1.4799462428308112,0.36363636363636365
grid,CC_6-6,CC,06-06,CC 06,single-month grid,grid,1,15,0.03705060018666414,2.027425944540514,12,-0.03787611922321206,-1.203724490838919,0.25,0.6453546453546454,-0.045268287838003594,-0.030483950608420508,?,-0.032042785889878724,-1.0183378582966611,0.25,-0.03787611922321206,-1.203724490838919,0.25,-0.046209452556545384,-1.4685625373278584,0.25
grid,CC_10-10,CC,10-10,CC 10,single-month grid,grid,-1,15,-0.04964784130438882,-2.6035300401248804,11,-0.02494431286761327,-1.223709451758654,0.36363636363636365,0.5094905094905094,-0.05593065940488258,0.0008776425801111666,?,-0.01911097953427993,-0.9375398076740934,0.36363636363636365,-0.02494431286761327,-1.223709451758654,0.36363636363636365,-0.033277646200946594,-1.6325232290223122,0.36363636363636365
named,CC_10-10,CC,10-10,Cocoa Oct,holiday chocolate demand,softs seasonality,-1,15,-0.04964784130438882,-2.6035300401248804,11,-0.02494431286761327,-1.223709451758654,0.36363636363636365,0.48451548451548454,-0.05593065940488258,0.0008776425801111666,?,-0.01911097953427993,-0.9375398076740934,0.36363636363636365,-0.02494431286761327,-1.223709451758654,0.36363636363636365,-0.033277646200946594,-1.6325232290223122,0.36363636363636365
grid,GF_3-3,GF,03-03,GF 03,single-month grid,grid,1,13,0.0104675346378392,0.7224502324607782,12,-0.01715315894287059,-1.2321492274035968,0.5,0.16983016983016982,-0.026691095073251837,-0.007615222812489342,N,-0.011319825609537261,-0.8131280323110345,0.5,-0.01715315894287059,-1.2321492274035968,0.5,-0.02548649227620393,-1.8307509346786874,0.25
grid,CT_8-8,CT,08-08,CT 08,single-month grid,grid,1,15,0.012536631179570228,0.6100421145358506,12,-0.025756948913266103,-1.2717527266678914,0.4166666666666667,0.5384615384615384,-0.06828345209787796,0.016769554271345754,Y,-0.019923615579932778,-0.9837311291871264,0.5,-0.025756948913266103,-1.2717527266678914,0.4166666666666667,-0.03409028224659944,-1.6832121516404135,0.16666666666666666
grid,ZO_4-4,ZO,04-04,ZO 04,single-month grid,grid,-1,15,-0.028436776584440628,-1.35207157077352,12,-0.035996268315695745,-1.2788897809632733,0.3333333333333333,0.6033966033966034,-0.07686862647015076,0.0048760898387592766,?,-0.030162934982362413,-1.0716407871641163,0.3333333333333333,-0.035996268315695745,-1.2788897809632733,0.3333333333333333,-0.04432960164902907,-1.5749597721049262,0.3333333333333333
grid,PA_11-11,PA,11-11,PA 11,single-month grid,grid,1,14,0.019927810135652414,0.8430321955513308,11,-0.048655258874662356,-1.2808959620036717,0.2727272727272727,0.7322677322677322,-0.009920356295116131,-0.08093434435761755,?,-0.04282192554132903,-1.1273279143865387,0.36363636363636365,-0.048655258874662356,-1.2808959620036717,0.2727272727272727,-0.0569885922079957,-1.5002788871710049,0.2727272727272727
grid,HE_6-6,HE,06-06,HE 06,single-month grid,grid,1,14,0.01648275825837145,0.8400008751199494,12,-0.04064610649689601,-1.2862088557420501,0.4166666666666667,0.6483516483516484,-0.06806147444391131,-0.013230738549880716,Y,-0.03481277316356268,-1.1016183589277586,0.4166666666666667,-0.04064610649689601,-1.2862088557420501,0.4166666666666667,-0.04897943983022934,-1.5499095654767516,0.3333333333333333
named,ZW_7-7,ZW,07-07,Wheat harvest pressure,winter-wheat harvest glut,CME grains course,1,14,0.07348287435331233,2.3877974647392093,12,-0.035121940865030864,-1.3084707628455032,0.4166666666666667,0.7262737262737263,-0.059037376537080764,-0.011206505192980965,Y,-0.029288607531697524,-1.0911494551782974,0.4166666666666667,-0.035121940865030864,-1.3084707628455032,0.4166666666666667,-0.043455274198364195,-1.6189297737986539,0.4166666666666667
grid,ZW_7-7,ZW,07-07,ZW 07,single-month grid,grid,1,14,0.07348287435331233,2.3877974647392093,12,-0.035121940865030864,-1.3084707628455032,0.4166666666666667,0.7432567432567433,-0.059037376537080764,-0.011206505192980965,Y,-0.029288607531697524,-1.0911494551782974,0.4166666666666667,-0.035121940865030864,-1.3084707628455032,0.4166666666666667,-0.043455274198364195,-1.6189297737986539,0.4166666666666667
grid,NG_3-3,NG,03-03,NG 03,single-month grid,grid,-1,14,-0.008979973924020128,-0.1720037317192189,12,-0.0457374747383729,-1.3133685532364927,0.4166666666666667,0.6273726273726273,-0.06104195054849881,-0.030432998928246996,?,-0.03990414140503957,-1.1458622227193314,0.5,-0.0457374747383729,-1.3133685532364927,0.4166666666666667,-0.05407080807170622,-1.5526633111181514,0.3333333333333333
grid,CT_3-3,CT,03-03,CT 03,single-month grid,grid,1,15,0.003456188194812068,0.13484747189641536,12,-0.03283333462215995,-1.3201864418506837,0.3333333333333333,0.6283716283716284,-0.044454228162083186,-0.021212441082236716,Y,-0.027000001288826615,-1.0856355603735193,0.4166666666666667,-0.03283333462215995,-1.3201864418506837,0.3333333333333333,-0.04116666795549328,-1.6552591296752044,0.3333333333333333
named,NG_7-8,NG,07-08,NatGas summer cooling,electricity cooling demand,EIA 2013; CME,-1,14,-0.10247416135862306,-1.7081401094529494,12,-0.08828962580409216,-1.358455082398673,0.3333333333333333,0.7462537462537463,-0.10418988253748529,-0.07238936907069904,?,-0.07662295913742549,-1.1789476659423905,0.3333333333333333,-0.08828962580409216,-1.358455082398673,0.3333333333333333,-0.10495629247075883,-1.6148942487647908,0.25
grid,PA_10-10,PA,10-10,PA 10,single-month grid,grid,1,14,0.006865081586338783,0.3198506982152687,11,-0.04249259794351079,-1.368786277362361,0.5454545454545454,0.6773226773226774,-0.03886178081855245,-0.04551827888097606,?,-0.036659264610177454,-1.180880924327422,0.5454545454545454,-0.04249259794351079,-1.368786277362361,0.5454545454545454,-0.050825931276844115,-1.6372224959837016,0.2727272727272727
grid,PA_6-6,PA,06-06,PA 06,single-month grid,grid,-1,15,-0.03278436363139104,-1.6687761338203748,12,-0.038536475066768335,-1.3722413823830442,0.3333333333333333,0.5724275724275725,-0.05158230128953437,-0.025490648844002317,?,-0.03270314173343501,-1.1645228148865256,0.4166666666666667,-0.038536475066768335,-1.3722413823830442,0.3333333333333333,-0.046869808400101666,-1.6689821930923563,0.25
grid,ZL_3-3,ZL,03-03,ZL 03,single-month grid,grid,-1,14,-0.0030110042996123834,-0.12277782868466493,12,-0.027894958069995035,-1.3741429923134105,0.5,0.5764235764235764,-0.006018998930363682,-0.04977091720962638,Y,-0.022061624736661706,-1.0867851801340698,0.5,-0.027894958069995035,-1.3741429923134105,0.5,-0.036228291403328367,-1.784654152569612,0.5
grid,SI_2-2,SI,02-02,SI 02,single-month grid,grid,1,14,0.040703913803008175,1.880431974831071,12,-0.03213386852684433,-1.3871003545328622,0.3333333333333333,0.7282717282717283,-0.04740686997932833,-0.016860867074360315,?,-0.026300535193511,-1.1352969114455311,0.3333333333333333,-0.03213386852684433,-1.3871003545328622,0.3333333333333333,-0.04046720186017765,-1.746819558943335,0.3333333333333333
grid,ZS_9-9,ZS,09-09,ZS 09,single-month grid,grid,-1,14,-0.06319309995502284,-1.8973881417803453,11,-0.02360543779573181,-1.3915507194591128,0.36363636363636365,0.48951048951048953,-0.04133741927688085,-0.008828786561440944,Y,-0.017772104462398478,-1.0476732083920417,0.36363636363636365,-0.02360543779573181,-1.3915507194591128,0.36363636363636365,-0.03193877112906514,-1.8828043066977855,0.36363636363636365
named,ZS_5-6,ZS,05-06,Soy planting premium,planting weather risk,CME grains course,1,14,0.03701833291891538,1.3445271796687517,12,-0.03537689115797745,-1.4084209890440316,0.4166666666666667,0.4725274725274725,-0.017236641128680157,-0.05351714118727474,Y,-0.02371022449131079,-0.9439489094557608,0.4166666666666667,-0.03537689115797745,-1.4084209890440316,0.4166666666666667,-0.05204355782464413,-2.0719525313129905,0.3333333333333333
grid,CC_5-5,CC,05-05,CC 05,single-month grid,grid,-1,15,-0.03434186734262283,-1.2239875556663864,12,-0.03205834778254963,-1.4118596637731449,0.4166666666666667,0.6023976023976024,-0.027064265972331417,-0.037052429592767853,?,-0.026225014449216304,-1.1549578391831794,0.4166666666666667,-0.03205834778254963,-1.4118596637731449,0.4166666666666667,-0.04039168111588297,-1.7788622703302386,0.4166666666666667
grid,KC_8-8,KC,08-08,KC 08,single-month grid,grid,-1,15,-0.003454491862794879,-0.17142804061482608,12,-0.0471118245480767,-1.4168810885242584,0.5,0.7942057942057942,0.0048827164621493835,-0.09910636555830278,?,-0.04127849121474337,-1.2414444595602545,0.5,-0.0471118245480767,-1.4168810885242584,0.5,-0.05544515788141003,-1.6675048441871205,0.4166666666666667
grid,HE_1-1,HE,01-01,HE 01,single-month grid,grid,1,14,0.006488682986360435,0.4082620369696947,12,-0.04724240622594181,-1.4273528030293878,0.4166666666666667,0.7272727272727273,-0.08255655313228404,-0.01192825931959958,Y,-0.04140907289260848,-1.2511080824595457,0.5,-0.04724240622594181,-1.4273528030293878,0.4166666666666667,-0.05557573955927513,-1.6791309752720198,0.3333333333333333
grid,KC_6-6,KC,06-06,KC 06,single-month grid,grid,-1,15,-0.023573859939072773,-0.9143410977155777,12,-0.038591640044772356,-1.446742584693261,0.3333333333333333,0.6843156843156843,-0.052510293921705344,-0.02467298616783935,?,-0.03275830671143903,-1.228059685126073,0.3333333333333333,-0.038591640044772356,-1.446742584693261,0.3333333333333333,-0.04692497337810569,-1.7591467269321008,0.3333333333333333
named,CT_10-11,CT,10-11,Cotton harvest,harvest pressure,ag seasonality study,1,15,0.011211822692436653,0.4250823167028883,11,-0.026961585673369107,-1.4652618798538193,0.36363636363636365,0.3166833166833167,0.005428185434016486,-0.053953061596190434,Y,-0.015294919006702445,-0.8312219484223036,0.45454545454545453,-0.026961585673369107,-1.4652618798538193,0.36363636363636365,-0.04362825234003577,-2.3710332104702707,0.2727272727272727
grid,ZL_12-12,ZL,12-12,ZL 12,single-month grid,grid,1,15,0.011265451392967547,0.9196652864915,11,-0.040130039535927815,-1.4667255412795224,0.2727272727272727,0.7662337662337663,-0.011939371242721642,-0.06362226311359963,Y,-0.03429670620259449,-1.2535211913775683,0.2727272727272727,-0.040130039535927815,-1.4667255412795224,0.2727272727272727,-0.04846337286926115,-1.7713031839965998,0.2727272727272727
named,ZL_12-12,ZL,12-12,Soybean-oil demand,holiday food demand,ag seasonality study,1,15,0.011265451392967547,0.9196652864915,11,-0.040130039535927815,-1.4667255412795224,0.2727272727272727,0.7252747252747253,-0.011939371242721642,-0.06362226311359963,Y,-0.03429670620259449,-1.2535211913775683,0.2727272727272727,-0.040130039535927815,-1.4667255412795224,0.2727272727272727,-0.04846337286926115,-1.7713031839965998,0.2727272727272727
named,GC_8-10,GC,08-10,Gold autumn effect,jewellery demand + festival season,SSRN 2598514,1,14,0.03532621842495175,1.2660298466237359,11,-0.035532613837128545,-1.4832077854849903,0.2727272727272727,0.7062937062937062,-0.04868739979643174,-0.024570292204375888,?,-0.01803261383712856,-0.7527201167488006,0.36363636363636365,-0.035532613837128545,-1.4832077854849903,0.2727272727272727,-0.06053261383712855,-2.5267615979652627,0.18181818181818182
grid,LB_7-7,LB,07-07,LB 07,single-month grid,grid,1,14,0.007007443825044093,0.41694659718165683,8,-0.09277887570353133,-1.4945701762259633,0.25,0.8261738261738262,-0.10586746979937273,-0.07969028160768993,?,-0.086945542370198,-1.400601307107053,0.375,-0.09277887570353133,-1.4945701762259633,0.25,-0.10111220903686467,-1.6288114178244069,0.25
grid,CC_7-7,CC,07-07,CC 07,single-month grid,grid,1,15,0.010184437430408894,0.4014205988941631,12,-0.030543723642269805,-1.4946144726197819,0.4166666666666667,0.5634365634365635,-0.04893542394887679,-0.012152023335662829,?,-0.024710390308936472,-1.2091684501986766,0.4166666666666667,-0.030543723642269805,-1.4946144726197819,0.4166666666666667,-0.03887705697560314,-1.9023945046499326,0.4166666666666667
grid,HG_3-3,HG,03-03,HG 03,single-month grid,grid,1,14,0.022809897848418165,1.0085854313800333,12,-0.02665419750249154,-1.5043589411871927,0.3333333333333333,0.7082917082917083,-0.0490412196538067,-0.004267175351176382,?,-0.02082086416915821,-1.1751264757901385,0.3333333333333333,-0.02665419750249154,-1.5043589411871927,0.3333333333333333,-0.03498753083582488,-1.9746910346115558,0.25
grid,ZL_8-8,ZL,08-08,ZL 08,single-month grid,grid,-1,15,-0.0016237683354827475,-0.08180963473389621,12,-0.024551672346217943,-1.5088432424846965,0.25,0.5094905094905094,-0.040751120807762616,-0.008352223884673262,Y,-0.01871833901288461,-1.15035093870008,0.25,-0.024551672346217943,-1.5088432424846965,0.25,-0.03288500567955127,-2.020975105034148,0.25
grid,HO_8-8,HO,08-08,HO 08,single-month grid,grid,1,14,0.028040354198793572,1.3149852451000588,12,-0.026891837241396394,-1.5596807569938076,0.4166666666666667,0.5164835164835165,-7.156678662077291e-05,-0.05371210769617202,?,-0.021058503908063065,-1.2213573591738487,0.5,-0.026891837241396394,-1.5596807569938076,0.4166666666666667,-0.03522517057472973,-2.0429998967366063,0.4166666666666667
grid,PL_5-5,PL,05-05,PL 05,single-month grid,grid,-1,11,-0.0015534884525039252,-0.07989303271583476,12,-0.0316660709223189,-1.5733324861323987,0.25,0.47352647352647353,-0.011342338969429369,-0.05198980287520843,?,-0.025832737588985574,-1.2835026282290734,0.25,-0.0316660709223189,-1.5733324861323987,0.25,-0.03999940425565224,-1.9873751402800075,0.25
grid,PL_2-2,PL,02-02,PL 02,single-month grid,grid,1,12,0.037094904867677095,1.9606159304982844,12,-0.03453811115762636,-1.585090405192413,0.3333333333333333,0.5234765234765235,-0.03614246997755736,-0.032933752337695354,?,-0.028704777824293037,-1.3173756869567566,0.4166666666666667,-0.03453811115762636,-1.585090405192413,0.3333333333333333,-0.0428714444909597,-1.9675400026719236,0.3333333333333333
grid,SB_11-11,SB,11-11,SB 11,single-month grid,grid,1,15,0.005489639919108918,0.35669601964685815,11,-0.02672664919690407,-1.624731037851967,0.36363636363636365,0.5734265734265734,-0.029532845906536744,-0.024388151938876845,Y,-0.02089331586357074,-1.2701187686154256,0.45454545454545453,-0.02672664919690407,-1.624731037851967,0.36363636363636365,-0.035059982530237406,-2.131319993904169,0.2727272727272727
grid,CL_12-12,CL,12-12,CL 12,single-month grid,grid,-1,15,-0.01602860388018074,-0.5163398203960873,11,-0.041860160289426775,-1.6399866717447056,0.2727272727272727,0.7112887112887113,-0.027043272912104854,-0.05420756643719504,?,-0.036026826956093445,-1.4114498278251866,0.2727272727272727,-0.041860160289426775,-1.6399866717447056,0.2727272727272727,-0.05019349362276011,-1.9664678773440183,0.2727272727272727
grid,RB_6-6,RB,06-06,RB 06,single-month grid,grid,-1,14,-0.031361273970965865,-0.9510912453130935,12,-0.03439763582811141,-1.6456253757976436,0.3333333333333333,0.6853146853146853,-0.04421183290572087,-0.024583438750501962,Y,-0.02856430249477808,-1.3665515055238493,0.3333333333333333,-0.03439763582811141,-1.6456253757976436,0.3333333333333333,-0.04273096916144475,-2.0443023333316357,0.3333333333333333
grid,ZR_7-7,ZR,07-07,ZR 07,single-month grid,grid,1,15,0.015749101510579237,0.4088947545408204,12,-0.05078878097838537,-1.6714766223534983,0.4166666666666667,0.8211788211788211,-0.03771453634597606,-0.0638630256107947,Y,-0.04495544764505205,-1.4794995733037966,0.4166666666666667,-0.05078878097838537,-1.6714766223534983,0.4166666666666667,-0.05912211431171871,-1.9457295495673588,0.3333333333333333
grid,LE_11-11,LE,11-11,LE 11,single-month grid,grid,-1,14,-0.00015805922325142865,-0.010777066322080612,11,-0.03138408224073823,-1.6770623249373369,0.2727272727272727,0.6813186813186813,-0.045363627395975145,-0.0197344612780408,Y,-0.0255507489074049,-1.3653481417060753,0.36363636363636365,-0.03138408224073823,-1.6770623249373369,0.2727272727272727,-0.03971741557407157,-2.122368300981997,0.2727272727272727
grid,HO_10-10,HO,10-10,HO 10,single-month grid,grid,-1,15,-0.032227527324228025,-1.0723886239012543,11,-0.043685712558313376,-1.6842548295134443,0.2727272727272727,0.6793206793206793,-0.02161776474002401,-0.06207566907355453,?,-0.037852379224980054,-1.4593570479855853,0.2727272727272727,-0.043685712558313376,-1.6842548295134443,0.2727272727272727,-0.05201904589164672,-2.0055373745532434,0.2727272727272727
